date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:01:40	99325/99325	---M--	200	added ('OK')	image/jpeg	etag:%22639ac4cf-183fd%22	https://themewagon.github.io/cozastore/images/product-detail-01.jpg	D:/My%20web%20site/project/themewagon.github.io/cozastore/images/product-detail-01.jpg	(from https://themewagon.github.io/cozastore/index.html)
16:01:40	144428/144428	---M--	200	added ('OK')	image/jpeg	etag:%22639ac4cf-2342c%22	https://themewagon.github.io/cozastore/images/product-detail-02.jpg	D:/My%20web%20site/project/themewagon.github.io/cozastore/images/product-detail-02.jpg	(from https://themewagon.github.io/cozastore/index.html)
16:01:40	83313/83313	---M--	200	added ('OK')	image/jpeg	etag:%22639ac4cf-14571%22	https://themewagon.github.io/cozastore/images/product-detail-03.jpg	D:/My%20web%20site/project/themewagon.github.io/cozastore/images/product-detail-03.jpg	(from https://themewagon.github.io/cozastore/index.html)
16:01:40	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-15283%22	https://themewagon.github.io/cozastore/vendor/jquery/jquery-3.2.1.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/jquery/jquery-3.2.1.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:41	5615/5615	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-15ef%22	https://themewagon.github.io/cozastore/vendor/animsition/js/animsition.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/animsition/js/animsition.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:41	81670/81670	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-13f06%22	https://themewagon.github.io/cozastore/vendor/bootstrap/js/popper.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/bootstrap/js/popper.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:41	51143/51143	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-c7c7%22	https://themewagon.github.io/cozastore/vendor/bootstrap/js/bootstrap.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/bootstrap/js/bootstrap.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:42	66664/66664	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-10468%22	https://themewagon.github.io/cozastore/vendor/select2/select2.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/select2/select2.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:42	46645/46645	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-b635%22	https://themewagon.github.io/cozastore/vendor/daterangepicker/moment.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/daterangepicker/moment.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:43	69776/69776	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-11090%22	https://themewagon.github.io/cozastore/vendor/daterangepicker/daterangepicker.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/daterangepicker/daterangepicker.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:43	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-a76f%22	https://themewagon.github.io/cozastore/vendor/slick/slick.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/slick/slick.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:43	6333/6333	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-18bd%22	https://themewagon.github.io/cozastore/js/slick-custom.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/js/slick-custom.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:44	1209/1209	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-4b9%22	https://themewagon.github.io/cozastore/vendor/parallax100/parallax100.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/parallax100/parallax100.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:44	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-4ef8%22	https://themewagon.github.io/cozastore/vendor/MagnificPopup/jquery.magnific-popup.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/MagnificPopup/jquery.magnific-popup.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:44	35313/35313	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-89f1%22	https://themewagon.github.io/cozastore/vendor/isotope/isotope.pkgd.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/isotope/isotope.pkgd.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:45	40481/40481	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-9e21%22	https://themewagon.github.io/cozastore/vendor/sweetalert/sweetalert.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/sweetalert/sweetalert.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:45	17878/17878	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-45d6%22	https://themewagon.github.io/cozastore/vendor/perfect-scrollbar/perfect-scrollbar.min.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/vendor/perfect-scrollbar/perfect-scrollbar.min.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:45	8682/8682	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ac4cf-21ea%22	https://themewagon.github.io/cozastore/js/main.js	D:/My%20web%20site/project/themewagon.github.io/cozastore/js/main.js	(from https://themewagon.github.io/cozastore/index.html)
16:01:46	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ac4cf-2876e%22	https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	D:/My%20web%20site/project/themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:01:46	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ac4cf-2876e%22	https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	D:/My%20web%20site/project/themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:01:46	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22639ac4cf-12d68%22	https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/My%20web%20site/project/themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:01:47	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22639ac4cf-17ee8%22	https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	D:/My%20web%20site/project/themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:01:47	165548/165548	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ac4cf-286ac%22	https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/My%20web%20site/project/themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:01:47	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ac4cf-6c7db%22	https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	D:/My%20web%20site/project/themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg	(from https://themewagon.github.io/cozastore/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
